number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_lr,params_rot_inv,state
350,0.040473032742738724,2022-10-14 05:42:16.946547,2022-10-14 05:58:19.353394,0 days 00:16:02.406847,39,13,0.0005527757550695601,5,COMPLETE
351,0.037945277988910675,2022-10-14 05:45:04.339713,2022-10-14 06:00:34.249633,0 days 00:15:29.909920,39,13,0.0005645518512109024,5,COMPLETE
352,0.03201879560947418,2022-10-14 05:47:02.047743,2022-10-14 06:03:06.616756,0 days 00:16:04.569013,32,13,0.0005942186522595439,5,COMPLETE
353,0.039493124932050705,2022-10-14 05:49:16.625342,2022-10-14 06:04:56.812961,0 days 00:15:40.187619,39,13,0.0005194096680910023,5,COMPLETE
354,0.03649629279971123,2022-10-14 05:50:55.883052,2022-10-14 06:09:59.756581,0 days 00:19:03.873529,32,15,0.0005556376418410784,5,COMPLETE
355,0.03463951125741005,2022-10-14 05:58:19.459981,2022-10-14 06:17:05.259281,0 days 00:18:45.799300,32,15,0.0006900475537489844,5,COMPLETE
356,0.045946307480335236,2022-10-14 06:00:34.569893,2022-10-14 06:19:02.794407,0 days 00:18:28.224514,32,15,0.00016451630042820298,5,COMPLETE
357,0.03171995282173157,2022-10-14 06:03:06.786847,2022-10-14 06:21:28.603144,0 days 00:18:21.816297,33,15,0.0007048906867798905,5,COMPLETE
358,0.029933791607618332,2022-10-14 06:04:56.915565,2022-10-14 06:23:36.607929,0 days 00:18:39.692364,29,15,0.0007115004856436411,5,COMPLETE
359,0.04426678642630577,2022-10-14 06:09:59.838044,2022-10-14 06:29:04.403722,0 days 00:19:04.565678,33,15,0.000262129693342288,5,COMPLETE
360,0.040239110589027405,2022-10-14 06:17:05.365377,2022-10-14 06:35:03.184262,0 days 00:17:57.818885,27,14,0.0002853744531303069,5,COMPLETE
361,0.1038428395986557,2022-10-14 06:19:02.903824,2022-10-14 06:35:53.011612,0 days 00:16:50.107788,34,14,2.0242652524158246e-05,4,COMPLETE
362,0.033596400171518326,2022-10-14 06:21:28.716055,2022-10-14 06:38:29.408726,0 days 00:17:00.692671,33,14,0.0010086949976601592,5,COMPLETE
363,0.09660805016756058,2022-10-14 06:23:36.714268,2022-10-14 06:40:47.561546,0 days 00:17:10.847278,27,14,2.0884363001742172e-05,4,COMPLETE
364,0.028988121077418327,2022-10-14 06:29:04.493428,2022-10-14 06:52:34.978385,0 days 00:23:30.484957,27,18,0.001011027741224509,5,COMPLETE
365,0.04471485689282417,2022-10-14 06:35:03.299359,2022-10-14 06:52:25.604785,0 days 00:17:22.305426,29,14,0.0009993483082382224,4,COMPLETE
366,0.03479129448533058,2022-10-14 06:35:53.117570,2022-10-14 06:55:27.670394,0 days 00:19:34.552824,29,16,0.001046630912181124,5,COMPLETE
367,0.03506980463862419,2022-10-14 06:38:29.523020,2022-10-14 06:58:27.211873,0 days 00:19:57.688853,27,16,0.0010107171404452595,5,COMPLETE
368,0.03287104517221451,2022-10-14 06:40:47.673547,2022-10-14 07:00:38.110426,0 days 00:19:50.436879,29,16,0.0009283851976971509,5,COMPLETE
369,0.04084647074341774,2022-10-14 06:52:25.714751,2022-10-14 07:12:34.496607,0 days 00:20:08.781856,29,16,0.0014986670618946471,5,COMPLETE
370,0.03432191163301468,2022-10-14 06:52:35.083356,2022-10-14 07:15:47.689838,0 days 00:23:12.606482,29,18,0.001399547610215441,5,COMPLETE
371,0.7304779887199402,2022-10-14 06:55:27.756632,2022-10-14 07:19:00.955089,0 days 00:23:33.198457,28,19,0.0014883185305254551,5,COMPLETE
372,0.045336004346609116,2022-10-14 06:58:27.325548,2022-10-14 07:20:59.678614,0 days 00:22:32.353066,26,18,0.0013382399835653648,5,COMPLETE
373,0.033366717398166656,2022-10-14 07:00:38.375756,2022-10-14 07:19:23.367483,0 days 00:18:44.991727,28,15,0.0014188239757456339,5,COMPLETE
374,0.03190813958644867,2022-10-14 07:12:34.629827,2022-10-14 07:35:32.004548,0 days 00:22:57.374721,26,18,0.0012464929598967158,5,COMPLETE
375,0.02882201038300991,2022-10-14 07:15:47.802957,2022-10-14 07:40:46.061468,0 days 00:24:58.258511,26,19,0.0007191609496387843,5,COMPLETE
376,0.028564663603901863,2022-10-14 07:19:01.039087,2022-10-14 07:41:38.632709,0 days 00:22:37.593622,26,18,0.0007519786388350128,5,COMPLETE
377,0.03138442710042,2022-10-14 07:19:23.449350,2022-10-14 07:41:57.467630,0 days 00:22:34.018280,26,18,0.0007492200048160812,5,COMPLETE
378,0.031878817826509476,2022-10-14 07:20:59.788177,2022-10-14 07:44:03.845525,0 days 00:23:04.057348,31,19,0.0007064907066806737,5,COMPLETE
379,0.030633829534053802,2022-10-14 07:35:32.116369,2022-10-14 07:54:29.577786,0 days 00:18:57.461417,30,15,0.0007262964592243963,5,COMPLETE
380,0.02934400923550129,2022-10-14 07:40:46.175573,2022-10-14 08:05:32.422635,0 days 00:24:46.247062,27,19,0.0007062691556701336,5,COMPLETE
381,0.02947089821100235,2022-10-14 07:41:38.713691,2022-10-14 08:05:43.212051,0 days 00:24:04.498360,25,19,0.0006766564925325567,5,COMPLETE
382,0.029622385278344154,2022-10-14 07:41:57.552488,2022-10-14 08:05:55.045950,0 days 00:23:57.493462,25,19,0.0006433254265859165,5,COMPLETE
383,0.028993137180805206,2022-10-14 07:44:03.957507,2022-10-14 08:08:13.395171,0 days 00:24:09.437664,25,19,0.0006408070871327845,5,COMPLETE
384,0.030942358076572418,2022-10-14 07:54:29.679932,2022-10-14 08:20:22.814036,0 days 00:25:53.134104,24,20,0.0004970748270058724,5,COMPLETE
385,0.032794490456581116,2022-10-14 08:05:32.663490,2022-10-14 08:30:36.324818,0 days 00:25:03.661328,25,19,0.000496089640817259,5,COMPLETE
386,0.033153973519802094,2022-10-14 08:05:43.293648,2022-10-14 08:29:34.138563,0 days 00:23:50.844915,24,19,0.0004845751143175066,5,COMPLETE
387,0.032828472554683685,2022-10-14 08:05:55.129564,2022-10-14 08:31:13.969837,0 days 00:25:18.840273,24,20,0.0005742705737588312,5,COMPLETE
388,0.035310033708810806,2022-10-14 08:08:13.503493,2022-10-14 08:32:31.027022,0 days 00:24:17.523529,25,19,0.00044091153856370285,5,COMPLETE
389,0.031294871121644974,2022-10-14 08:20:22.928479,2022-10-14 08:44:47.412542,0 days 00:24:24.484063,25,19,0.0005141153809422564,5,COMPLETE
390,0.031899310648441315,2022-10-14 08:29:34.245218,2022-10-14 08:53:29.217104,0 days 00:23:54.971886,25,19,0.0006056582107592601,5,COMPLETE
391,0.03154078871011734,2022-10-14 08:30:36.408435,2022-10-14 08:55:45.717651,0 days 00:25:09.309216,25,19,0.00039221623653992987,5,COMPLETE
392,0.031700994819402695,2022-10-14 08:31:14.054484,2022-10-14 08:55:13.955725,0 days 00:23:59.901241,25,19,0.00042245678179031904,5,COMPLETE
393,0.02988283708691597,2022-10-14 08:32:31.144217,2022-10-14 08:56:36.186229,0 days 00:24:05.042012,26,19,0.0006191085313769267,5,COMPLETE
394,,2022-10-14 08:44:47.518267,,,26,19,0.0006152000263583524,5,RUNNING
395,,2022-10-14 08:53:29.330377,,,27,19,0.0006260447183910521,5,RUNNING
396,,2022-10-14 08:55:14.042602,,,26,19,0.0006636427100942347,5,RUNNING
397,,2022-10-14 08:55:45.804982,,,26,19,2.601741023139137e-06,5,RUNNING
398,,2022-10-14 08:56:36.304684,,,26,19,0.0006276997435419427,5,RUNNING
