,Unnamed: 0,trial,lr,batch_size,epochs,rot_inv,train_loss,val_loss,val_loss_best,tot_time,pruned
74,74,380,0.0007062691556701,27,19,5,"[0.2632213234901428, 0.1110786721110344, 0.07495088875293732, 0.05754295736551285, 0.04245183616876602, 0.03585030511021614, 0.030013710260391235, 0.02709300071001053, 0.031545598059892654, 0.02276119776070118, 0.01978045515716076, 0.020703207701444626, 0.020198825746774673, 0.01847108080983162, 0.016901062801480293, 0.015915848314762115, 0.016674047335982323, 0.014295075088739395, 0.014653300866484642]","[0.08210458606481552, 0.057714562863111496, 0.04803686961531639, 0.04722221940755844, 0.04479823261499405, 0.04386771470308304, 0.03564830869436264, 0.038345225155353546, 0.038686126470565796, 0.035691678524017334, 0.030707160010933876, 0.0325135663151741, 0.03180129826068878, 0.03386848792433739, 0.02934400923550129, 0.0391618087887764, 0.03278519585728645, 0.029363123700022697, 0.03123440034687519]",0.0293440092355012,1456.2861036870163,0
77,77,381,0.0006766564925325,25,19,5,"[0.24671341478824615, 0.1028824970126152, 0.07193554937839508, 0.05245784670114517, 0.04610362648963928, 0.03533658757805824, 0.03091871365904808, 0.02875162474811077, 0.025065960362553596, 0.023932406678795815, 0.022611919790506363, 0.02037750743329525, 0.020210623741149902, 0.01860242709517479, 0.017178736627101898, 0.015992680564522743, 0.015589113347232342, 0.01609395630657673, 0.01526535302400589]","[0.0825149342417717, 0.06195345148444176, 0.065903440117836, 0.269698828458786, 0.04691815376281738, 0.0436454713344574, 0.040930841118097305, 0.04446428269147873, 0.03475800156593323, 0.03681929409503937, 0.038415808230638504, 0.03389937803149223, 0.032476652413606644, 0.03832745924592018, 0.03278534486889839, 0.030933277681469917, 0.030009375885128975, 0.03337752819061279, 0.02947089821100235]",0.0294708982110023,1415.7584696810227,0
74,74,382,0.0006433254265859,25,19,5,"[0.2476305216550827, 0.10805125534534454, 0.07542875409126282, 0.05719393119215965, 0.04387938976287842, 0.035417165607213974, 0.03240051120519638, 0.028427328914403915, 0.025910692289471626, 0.024381956085562706, 0.022748833522200584, 0.019454263150691986, 0.01892750896513462, 0.01730063371360302, 0.020841674879193306, 0.01636146754026413, 0.015686796978116035, 0.014975512400269508, 0.014714743010699749]","[0.14988967776298523, 0.06893713027238846, 0.049855757504701614, 0.08219535648822784, 0.04459308087825775, 0.050344254821538925, 0.045068588107824326, 0.039070818573236465, 0.038648977875709534, 0.04551180079579353, 0.037437353283166885, 0.03411601856350899, 0.03476390987634659, 0.03404917195439339, 0.030362626537680626, 0.03423846885561943, 0.029622385278344154, 0.03287888318300247, 0.039878059178590775]",0.0296223852783441,1408.5312665040838,0
75,75,383,0.0006408070871327,25,19,5,"[0.2625889480113983, 0.12300921231508255, 0.08073826134204865, 0.05803855508565903, 0.044751644134521484, 0.03642182797193527, 0.0300446767359972, 0.027971455827355385, 0.02436380460858345, 0.0213788989931345, 0.0242917537689209, 0.02140006422996521, 0.018987342715263367, 0.017018649727106094, 0.016177190467715263, 0.017735345289111137, 0.016345186159014702, 0.015166543424129486, 0.013812773860991001]","[0.20766043663024902, 0.07827022671699524, 0.057359714061021805, 0.0486009307205677, 0.21004430949687958, 0.038200363516807556, 0.04516865685582161, 0.034124743193387985, 0.03510761260986328, 0.03816865384578705, 0.03288399800658226, 0.04054922237992287, 0.034325629472732544, 0.03633241727948189, 0.03137383237481117, 0.03089245781302452, 0.04133133590221405, 0.03628452494740486, 0.028993137180805206]",0.0289931371808052,1400.5567431785166,0
80,80,384,0.0004970748270058,24,20,5,"[0.25801801681518555, 0.12145447731018066, 0.08327977359294891, 0.062200795859098434, 0.045144207775592804, 0.03729899227619171, 0.03133312612771988, 0.029044674709439278, 0.024805400520563126, 0.022390805184841156, 0.020686395466327667, 0.019436031579971313, 0.01826166920363903, 0.01747351512312889, 0.015460091643035412, 0.014193560928106308, 0.013891618698835373, 0.014567731879651546, 0.013737884350121021, 0.012482761405408382]","[0.09441245347261429, 0.07934176176786423, 0.09181991219520569, 0.07071138918399811, 0.05722852423787117, 0.05621008574962616, 0.04917168244719505, 0.041799355298280716, 0.04460342973470688, 0.036652788519859314, 0.03720041364431381, 0.03859499841928482, 0.03321553021669388, 0.034193526953458786, 0.033553142100572586, 0.03148297965526581, 0.03150741755962372, 0.03258174657821655, 0.04421643167734146, 0.030942358076572418]",0.0309423580765724,1503.6829968448728,0
75,75,385,0.0004960896408172,25,19,5,"[0.24783837795257568, 0.12548470497131348, 0.08273591846227646, 0.059172045439481735, 0.045046404004096985, 0.035355933010578156, 0.029762214049696922, 0.026937320828437805, 0.0240628644824028, 0.022345351055264473, 0.02150413766503334, 0.01848696358501911, 0.0178561769425869, 0.01956338994204998, 0.016083328053355217, 0.013776947744190693, 0.013418122194707394, 0.014396969228982925, 0.01412394642829895]","[0.0872127041220665, 0.07230988889932632, 0.06752341985702515, 0.05175912380218506, 0.08983637392520905, 0.04983402043581009, 0.05096419155597687, 0.05524627864360809, 0.04407598823308945, 0.03972534090280533, 0.03582118824124336, 0.039044734090566635, 0.03661544248461723, 0.040514975786209106, 0.03519653156399727, 0.034012529999017715, 0.034475360065698624, 0.032794490456581116, 0.033976320177316666]",0.0327944904565811,1474.0655015050434,0
78,78,386,0.0004845751143175,24,19,5,"[0.25205329060554504, 0.11558126658201218, 0.08323734998703003, 0.06173895671963692, 0.04545671492815018, 0.03682510182261467, 0.03003871440887451, 0.026173869147896767, 0.024621346965432167, 0.022253887727856636, 0.020214861258864403, 0.018522299826145172, 0.016659652814269066, 0.01721017062664032, 0.01514169480651617, 0.014288574457168579, 0.014199746772646904, 0.013324525207281113, 0.013059088960289955]","[0.08833236247301102, 0.06711921095848083, 0.08149160444736481, 0.11664356291294098, 0.09972494095563889, 0.048241227865219116, 0.04502812400460243, 0.05755496770143509, 0.04793359711766243, 0.045299626886844635, 0.04507312923669815, 0.038160983473062515, 0.03952737897634506, 0.04500763490796089, 0.03358062356710434, 0.035703275352716446, 0.03471333533525467, 0.033153973519802094, 0.03343350812792778]",0.033153973519802,1401.8284012769582,0
75,75,387,0.0005742705737588,24,20,5,"[0.2993741035461426, 0.14834991097450256, 0.09448610246181488, 0.07289618253707886, 0.056435514241456985, 0.04496590048074722, 0.03654814139008522, 0.033507995307445526, 0.029941143468022346, 0.02547520026564598, 0.023514779284596443, 0.02269170992076397, 0.018813924863934517, 0.018117472529411316, 0.018242746591567993, 0.01686163991689682, 0.014820781536400318, 0.014618589542806149, 0.01415485329926014, 0.01492357812821865]","[0.2345520257949829, 0.08599130064249039, 0.06239796429872513, 0.05778515711426735, 0.05286961421370506, 0.04564632102847099, 0.0394306443631649, 0.05661111697554588, 0.03871604800224304, 0.0377751886844635, 0.03757086768746376, 0.03452305123209953, 0.03329255431890488, 0.11414101719856262, 0.032828472554683685, 0.03464486822485924, 0.03504329174757004, 0.032923053950071335, 0.05328874662518501, 0.044236693531274796]",0.0328284725546836,1489.7986055710353,0
76,76,388,0.0004409115385637,25,19,5,"[0.2561686038970947, 0.12670795619487762, 0.08845600485801697, 0.064799964427948, 0.05090722069144249, 0.03902615234255791, 0.03397306054830551, 0.02900315821170807, 0.02714158594608307, 0.021576719358563423, 0.020431848242878914, 0.01853397861123085, 0.016983386129140854, 0.01777106150984764, 0.015598411671817303, 0.014195152558386326, 0.013946550898253918, 0.013325965031981468, 0.013164564035832882]","[0.1501636803150177, 0.06953134387731552, 0.060581423342227936, 0.06315799802541733, 0.05289468169212341, 0.05110350251197815, 0.04481435939669609, 0.04535217210650444, 0.0393030121922493, 0.05328282341361046, 0.03894638642668724, 0.03919312730431557, 0.043013546615839005, 0.05763595923781395, 0.03876182809472084, 0.03799515590071678, 0.03743946924805641, 0.0382375530898571, 0.035310033708810806]",0.0353100337088108,1405.766409151256,0
81,81,389,0.0005141153809422,25,19,5,"[0.2739655375480652, 0.12671734392642975, 0.08443138748407364, 0.06299328804016113, 0.04611639678478241, 0.03832445293664932, 0.03268244117498398, 0.029345180839300156, 0.026276296004652977, 0.023931510746479034, 0.020444009453058243, 0.018713537603616714, 0.018519187346100807, 0.01736069656908512, 0.01714000292122364, 0.015637435019016266, 0.014399062842130661, 0.013664184138178825, 0.013942739926278591]","[0.10889483243227005, 0.07029686868190765, 0.06614270061254501, 0.0575249157845974, 0.047036122530698776, 0.049524545669555664, 0.03965626657009125, 0.08841679245233536, 0.03762219846248627, 0.03859543427824974, 0.03694051504135132, 0.036158885806798935, 0.034976646304130554, 0.03307367488741875, 0.036934200674295425, 0.034151215106248856, 0.03432759270071983, 0.031294871121644974, 0.03191642835736275]",0.0312948711216449,1413.9715163651854,0
79,79,390,0.0006056582107592,25,19,5,"[0.26057958602905273, 0.11172556132078171, 0.07851145416498184, 0.05458918213844299, 0.044272176921367645, 0.035618189722299576, 0.030801625922322273, 0.030605701729655266, 0.025733064860105515, 0.024255022406578064, 0.023199671879410744, 0.02036113478243351, 0.02063017524778843, 0.0197833850979805, 0.017462177202105522, 0.015766607597470284, 0.014481156133115292, 0.015328411012887955, 0.014735524542629719]","[0.11513549834489822, 0.0656236782670021, 0.05820390209555626, 0.09042560309171677, 0.051016028970479965, 0.04714450240135193, 0.03926995024085045, 0.036005593836307526, 0.038117386400699615, 0.038013651967048645, 0.03591221198439598, 0.03381730988621712, 0.03234202414751053, 0.03761490806937218, 0.032474271953105927, 0.03234485909342766, 0.031899310648441315, 0.03457752242684364, 0.03250882402062416]",0.0318993106484413,1405.309436370968,0
76,76,391,0.0003922162365399,25,19,5,"[0.24835936725139618, 0.12434300780296326, 0.08808839321136475, 0.0660271868109703, 0.05054326727986336, 0.04019421339035034, 0.030739495530724525, 0.026882769539952278, 0.022899940609931946, 0.02013235352933407, 0.018608922138810158, 0.017182180657982826, 0.01610000617802143, 0.016345078125596046, 0.013619497418403625, 0.013279302045702934, 0.012551208026707172, 0.011718174442648888, 0.012022163718938828]","[0.10976415127515793, 0.0702948346734047, 0.06291554123163223, 0.04983282834291458, 0.05040966346859932, 0.04973160848021507, 0.04130585864186287, 0.042681075632572174, 0.039924610406160355, 0.04563199728727341, 0.03639714792370796, 0.042744118720293045, 0.03722930699586868, 0.036211270838975906, 0.03515193983912468, 0.03420053794980049, 0.032633136957883835, 0.03420516476035118, 0.03154078871011734]",0.0315407887101173,1479.8507789180148,0
76,76,392,0.0004224567817903,25,19,5,"[0.25044363737106323, 0.12189555168151855, 0.08769969642162323, 0.0627206563949585, 0.04864231124520302, 0.037748776376247406, 0.03168640285730362, 0.027951980009675026, 0.023271577432751656, 0.021514540538191795, 0.019977690652012825, 0.01898011937737465, 0.016214121133089066, 0.014996294863522053, 0.014795834198594093, 0.014368618838489056, 0.013612529262900352, 0.013574921526014805, 0.011426415294408798]","[0.10392765700817108, 0.0724865198135376, 0.05814739316701889, 0.057936761528253555, 0.05380212888121605, 0.04227474704384804, 0.044942811131477356, 0.04289575666189194, 0.04413018375635147, 0.039022404700517654, 0.03744230046868324, 0.03452762961387634, 0.03510056808590889, 0.03217891976237297, 0.03200051933526993, 0.03307684510946274, 0.035784799605607986, 0.03496537357568741, 0.031700994819402695]",0.0317009948194026,1411.042075259029,0
77,77,393,0.0006191085313769,26,19,5,"[0.25596559047698975, 0.1115507259964943, 0.08559276163578033, 0.05770115554332733, 0.046201758086681366, 0.038485683500766754, 0.03147567808628082, 0.028629973530769348, 0.027193361893296242, 0.023026520386338234, 0.021322302520275116, 0.019601088017225266, 0.017690710723400116, 0.018101612105965614, 0.01603505201637745, 0.014965448528528214, 0.015845313668251038, 0.014400874264538288, 0.014225680381059647]","[0.08209957927465439, 1.7387583255767822, 0.059645671397447586, 0.08355340361595154, 0.07000835984945297, 0.05198339372873306, 0.0505342073738575, 0.04781019687652588, 0.04058549553155899, 0.03653746470808983, 0.03793138265609741, 0.03371133655309677, 0.03203865513205528, 0.03569651395082474, 0.03411196544766426, 0.045532334595918655, 0.06274865567684174, 0.02988283708691597, 0.03447189927101135]",0.0298828370869159,1394.1561896055937,0
82,82,394,0.0006152000263583,26,19,5,"[0.2634996175765991, 0.11592596024274826, 0.08424244821071625, 0.05957826226949692, 0.04361288994550705, 0.036275286227464676, 0.03167059272527695, 0.028807293623685837, 0.026533907279372215, 0.021742356941103935, 0.021151814609766006, 0.019373172894120216, 0.017918622121214867, 0.015937786549329758, 0.015638334676623344, 0.014956490136682987, 0.015286071226000786, 0.014524126425385475, 0.011918697506189346]","[0.10965406149625778, 0.06408806145191193, 0.07048656791448593, 0.047826554626226425, 0.044262804090976715, 0.06396152824163437, 0.07988632470369339, 0.16187697649002075, 0.03322937339544296, 0.037484779953956604, 0.0387907549738884, 0.03119214065372944, 0.03302626684308052, 0.03133338317275047, 0.043509576469659805, 0.03377474844455719, 0.029531948268413544, 0.032300714403390884, 0.03158821538090706]",0.0295319482684135,1402.9828991889954,0
80,80,395,0.000626044718391,27,19,5,"[0.26335975527763367, 0.11700794100761414, 0.07814661413431168, 0.05762806534767151, 0.04334641247987747, 0.038299839943647385, 0.031851332634687424, 0.0295065026730299, 0.025799348950386047, 0.02344588190317154, 0.02241629920899868, 0.020217422395944595, 0.01987149566411972, 0.01788957044482231, 0.017918944358825684, 0.01602608896791935, 0.015629027038812637, 0.01570728048682213, 0.014072634279727936]","[0.10193667560815811, 0.06662523746490479, 0.06328127533197403, 0.07816372066736221, 0.09994078427553177, 0.04135087504982948, 0.04158466309309006, 0.0455346442759037, 0.03713791072368622, 0.03780025243759155, 0.03501596301794052, 0.033702533692121506, 0.033730778843164444, 0.03667879477143288, 0.03427150100469589, 0.03463593125343323, 0.03975522145628929, 0.030078593641519547, 0.03433239832520485]",0.0300785936415195,1371.7430921429768,0
77,77,396,0.0006636427100942,26,19,5,"[0.29646018147468567, 0.13362424075603485, 0.08829440176486969, 0.06402245163917542, 0.05136425793170929, 0.04167503863573074, 0.03584635257720947, 0.030088193714618683, 0.027391208335757256, 0.02489657700061798, 0.023258738219738007, 0.02345879189670086, 0.01952360011637211, 0.01808083988726139, 0.01930401287972927, 0.01739775761961937, 0.014389465562999249, 0.015649380162358284, 0.015508463606238365]","[0.12078747898340225, 0.09276234358549118, 0.08284397423267365, 0.06184634938836098, 0.0529235303401947, 0.055056292563676834, 0.04166238382458687, 0.04580735042691231, 0.043268926441669464, 0.03610945865511894, 0.22468361258506775, 0.03426594287157059, 0.03841150552034378, 0.05835936963558197, 0.047133591026067734, 0.03750373795628548, 0.045614853501319885, 0.03207501024007797, 0.033966656774282455]",0.0320750102400779,1395.6276789529948,0
77,77,397,2.601741023139137e-06,26,19,5,"[0.7254254221916199, 0.4041508138179779, 0.32119134068489075, 0.2961374819278717, 0.28313377499580383, 0.27345672249794006, 0.2657221853733063, 0.2590140402317047, 0.25311964750289917, 0.24750716984272003, 0.24216029047966003, 0.2373376190662384, 0.23265458643436432, 0.22857815027236938, 0.22452609241008759, 0.2204996645450592, 0.2164074182510376, 0.2134188860654831, 0.21010085940361023]","[0.33366620540618896, 0.22831404209136963, 0.19905050098896027, 0.18747200071811676, 0.1824454963207245, 0.1754642277956009, 0.170680969953537, 0.1665114313364029, 0.1638181209564209, 0.1595238596200943, 0.15756838023662567, 0.15541458129882812, 0.15142078697681427, 0.1494220346212387, 0.14637692272663116, 0.14435209333896637, 0.14469952881336212, 0.14050862193107605, 0.1387065351009369]",0.1387065351009369,1467.7881089650327,0
78,78,398,0.0006276997435419,26,19,5,"[0.26050812005996704, 0.11108947545289993, 0.07170064747333527, 0.05874643102288246, 0.042932163923978806, 0.03512691333889961, 0.03177350014448166, 0.029448026791214943, 0.0252362173050642, 0.02123105339705944, 0.02232390269637108, 0.02030499279499054, 0.01915735751390457, 0.016711555421352386, 0.017623042687773705, 0.015260751359164715, 0.019442204385995865, 0.01392984390258789, 0.013356081210076809]","[0.08840131759643555, 0.08163609355688095, 0.11372501403093338, 0.05515692010521889, 0.04209865629673004, 0.04583694413304329, 0.32307666540145874, 0.0488097220659256, 0.04424278810620308, 0.03531261906027794, 0.04226166382431984, 0.054190296679735184, 0.03599271923303604, 0.033762093633413315, 0.0315069705247879, 0.032975777983665466, 0.03274834156036377, 0.04650576040148735, 0.031111162155866623]",0.0311111621558666,1396.3549339845777,0
83,83,399,0.000633655035365,26,20,5,"[0.26290276646614075, 0.11814069002866745, 0.07955247908830643, 0.057641591876745224, 0.043484970927238464, 0.03592301532626152, 0.031749285757541656, 0.02718784101307392, 0.02364608272910118, 0.02390109933912754, 0.02025923877954483, 0.01937352679669857, 0.018048133701086044, 0.027051646262407303, 0.014474664814770222, 0.013754060491919518, 0.0266304612159729, 0.013522002846002579, 0.010751492343842983, 0.013404300436377525]","[0.1172189936041832, 0.11664138734340668, 0.06556082516908646, 0.0575098842382431, 0.06124045327305794, 0.06138138100504875, 0.047678764909505844, 0.044600047171115875, 0.04285234212875366, 0.04122728109359741, 0.03837453946471214, 0.03853926062583923, 0.7426037192344666, 0.036449529230594635, 0.03781335428357124, 0.49346724152565, 0.05486331507563591, 0.03236006572842598, 0.07395658642053604, 0.03597171977162361]",0.0323600657284259,1480.689844476059,0
81,81,400,0.000590328236067,27,19,5,"[0.2646956443786621, 0.1162407323718071, 0.07892675697803497, 0.058128274977207184, 0.04463465139269829, 0.038448724895715714, 0.031882937997579575, 0.02535032480955124, 0.02250509336590767, 0.023281516507267952, 0.01971461996436119, 0.01882091537117958, 0.017747534438967705, 0.015861937776207924, 0.015360451303422451, 0.015984924510121346, 0.014149360358715057, 0.01319991797208786, 0.012823573313653469]","[0.0898471549153328, 0.20131507515907288, 0.06572049111127853, 0.048336461186409, 0.03930610790848732, 0.055836115032434464, 0.04378138482570648, 0.03989420831203461, 0.03695792332291603, 0.03208756446838379, 0.04026322066783905, 0.03796215355396271, 0.02953600138425827, 0.03170517832040787, 0.03430575504899025, 0.035510655492544174, 0.029926562681794167, 0.02829383686184883, 0.028927570208907127]",0.0282938368618488,1391.6323938320857,0
78,78,401,0.0005750677143338,27,20,5,"[0.2543392777442932, 0.11835995316505432, 0.08032414317131042, 0.05862037092447281, 0.045380961149930954, 0.03752409666776657, 0.031030749902129173, 0.03030402958393097, 0.02872668020427227, 0.025213999673724174, 0.02104005217552185, 0.020551061257719994, 0.01789490133523941, 0.018262341618537903, 0.018315983936190605, 0.01550706010311842, 0.015234945341944695, 0.013917739503085613, 0.01362994872033596, 0.013341697864234447]","[0.11977553367614746, 0.0710236057639122, 0.053966160863637924, 0.06312022358179092, 0.04796820878982544, 0.052513618022203445, 0.04400992393493652, 0.04478812962770462, 0.04172937944531441, 0.039792537689208984, 0.039827343076467514, 0.0355130173265934, 0.03419501706957817, 0.04417041316628456, 0.03847212716937065, 0.033247992396354675, 0.03206373378634453, 0.03412633389234543, 0.035559479147195816, 0.033937979489564896]",0.0320637337863445,1472.8546112040058,0
79,79,402,0.0004394623446355,27,20,5,"[0.24927164614200592, 0.12093912810087204, 0.08326167613267899, 0.06076544150710106, 0.046404846012592316, 0.034939300268888474, 0.0307298693805933, 0.025810128077864647, 0.023134680464863777, 0.021461717784404755, 0.019516360014677048, 0.01787426508963108, 0.016709981486201286, 0.015787288546562195, 0.014796269126236439, 0.014021867886185646, 0.013205337338149548, 0.01285585481673479, 0.01208395417779684, 0.011651543900370598]","[0.0903162956237793, 0.07837079465389252, 0.05787483602762222, 0.04871557280421257, 0.04834480583667755, 0.042673926800489426, 0.04287223145365715, 0.03862251713871956, 0.0350826121866703, 0.03880297765135765, 0.03774026036262512, 0.036686573177576065, 0.040321022272109985, 0.035154931247234344, 0.034219298511743546, 0.03379040211439133, 0.04191114008426666, 0.03459605947136879, 0.032616905868053436, 0.02915693074464798]",0.0291569307446479,1464.1349667087195,0
78,78,403,0.0003597511767715,27,20,5,"[0.2545751631259918, 0.1261620968580246, 0.08912608027458191, 0.06703071296215057, 0.04979947209358215, 0.039498597383499146, 0.032806266099214554, 0.02677423134446144, 0.02324935607612133, 0.02158464305102825, 0.019425777718424797, 0.017767375335097313, 0.0165651123970747, 0.014990948140621185, 0.015004674904048443, 0.013611314818263054, 0.012663484551012516, 0.01234884187579155, 0.011608999222517014, 0.01133494172245264]","[0.09518592804670334, 0.10092741250991821, 0.06998740881681442, 0.05286911129951477, 0.047585614025592804, 0.04905267059803009, 0.04489091411232948, 0.04300495982170105, 0.0379428006708622, 0.04003804177045822, 0.03883495554327965, 0.03848500922322273, 0.03824761509895325, 0.038790419697761536, 0.03766108304262161, 0.03352535143494606, 0.03424832597374916, 0.03212501481175423, 0.030956178903579712, 0.031107695773243904]",0.0309561789035797,1532.909224680974,0
84,84,404,0.0004389874236499,27,19,5,"[0.26906901597976685, 0.12604057788848877, 0.08974665403366089, 0.06580054759979248, 0.04992632195353508, 0.038441356271505356, 0.03152238205075264, 0.026353854686021805, 0.02491726726293564, 0.0219520702958107, 0.021258791908621788, 0.01852806843817234, 0.017042512074112892, 0.01579243317246437, 0.015092429704964161, 0.014559853821992874, 0.013874960131943226, 0.012882803566753864, 0.011938502080738544]","[0.09087540209293365, 0.0829000324010849, 0.08142181485891342, 0.07165735214948654, 0.048707783222198486, 0.05109559744596481, 0.04510565847158432, 0.0493030846118927, 0.045915331691503525, 0.039863377809524536, 0.03596791252493858, 0.037438299506902695, 0.0375814288854599, 0.03744930773973465, 0.04175302013754845, 0.03441145643591881, 0.032610513269901276, 0.03397466614842415, 0.03505806624889374]",0.0326105132699012,1391.3226387538016,0
82,82,405,0.0003678335991489,27,19,5,"[0.27884069085121155, 0.13971546292304993, 0.10056044161319733, 0.07825332134962082, 0.061830878257751465, 0.048537902534008026, 0.03849734738469124, 0.031075121834874153, 0.026036011055111885, 0.022366834804415703, 0.020394962280988693, 0.01774817518889904, 0.01643100567162037, 0.015040764585137367, 0.01436534058302641, 0.014080144464969635, 0.0126643730327487, 0.011724522337317467, 0.011076590046286583]","[0.10796891152858734, 0.09399641305208206, 0.07089856266975403, 0.12662102282047272, 0.05083760246634483, 0.047227244824171066, 0.05176348239183426, 0.0482507161796093, 0.03933538496494293, 0.04173533618450165, 0.039478108286857605, 0.03380250185728073, 0.04344163089990616, 0.03391939774155617, 0.045995503664016724, 0.03329833224415779, 0.0329476036131382, 0.03245433792471886, 0.03770624101161957]",0.0324543379247188,1393.2870577500437,0
79,79,406,0.0003318641569565,27,19,5,"[0.2634110152721405, 0.13307833671569824, 0.09626742452383041, 0.07252912223339081, 0.05790966376662254, 0.04356417804956436, 0.037227027118206024, 0.031215086579322815, 0.02757331356406212, 0.02415260672569275, 0.022183122113347054, 0.021627716720104218, 0.018465986475348473, 0.017214203253388405, 0.01560580637305975, 0.015052863396704197, 0.014458229765295982, 0.013815321959555149, 0.01242388878017664]","[0.10101405531167984, 0.07868560403585434, 0.06401611864566803, 0.08671709895133972, 0.05828234180808067, 0.052185263484716415, 0.04424002394080162, 0.04528786614537239, 0.04644601047039032, 0.04346581920981407, 0.0442565381526947, 0.040038395673036575, 0.04116634652018547, 0.03888072445988655, 0.04039262980222702, 0.038260556757450104, 0.03813919052481651, 0.03459220007061958, 0.036135803908109665]",0.0345922000706195,1408.1020183300134,0
80,80,407,0.0004144553358638,27,20,3,"[0.2730494439601898, 0.1467900425195694, 0.1047944724559784, 0.08869623392820358, 0.07037573307752609, 0.05711720883846283, 0.051683567464351654, 0.04137492924928665, 0.03666316717863083, 0.030655646696686745, 0.028086377307772636, 0.0257581677287817, 0.022890200838446617, 0.020272890105843544, 0.019577670842409134, 0.018104124814271927, 0.017434136942029, 0.017460238188505173, 0.015205543488264084, 0.014586713165044785]","[0.10867033153772354, 0.09553766250610352, 0.07287167757749557, 0.10517929494380951, 0.05319329723715782, 0.05480485036969185, 0.0568416491150856, 0.053931426256895065, 0.05011759325861931, 0.05892012268304825, 0.05730395391583443, 0.049390166997909546, 0.0461881123483181, 0.04695441573858261, 0.04771921783685684, 0.04471796378493309, 0.04756859317421913, 0.04528618976473808, 0.04826905578374863, 0.04549932852387428]",0.044717963784933,1368.5514476299286,0
79,79,408,0.0004405916269367,27,19,5,"[0.25661471486091614, 0.12578153610229492, 0.08944106847047806, 0.06341274827718735, 0.048488933593034744, 0.03744623810052872, 0.030700933188199997, 0.02664049156010151, 0.02463202364742756, 0.022427834570407867, 0.01962294615805149, 0.01739390194416046, 0.017225010320544243, 0.015908807516098022, 0.015076868236064911, 0.01448541134595871, 0.012894272804260254, 0.012955721467733383, 0.011981522664427757]","[0.09001589566469193, 0.07143262773752213, 0.06526497006416321, 0.04954001307487488, 0.06869738548994064, 0.042354319244623184, 0.04306909069418907, 0.04281390830874443, 0.040257811546325684, 0.053913164883852005, 0.03912149369716644, 0.03786313906311989, 0.04153386130928993, 0.03456314653158188, 0.03627772256731987, 0.03240152448415756, 0.03258552402257919, 0.032932743430137634, 0.032513491809368134]",0.0324015244841575,1449.247695154976,0
85,85,409,0.0004515251603823,24,18,5,"[0.2696731388568878, 0.13592833280563354, 0.09315262734889984, 0.065192312002182, 0.05139586329460144, 0.0401248037815094, 0.0342232808470726, 0.02854885719716549, 0.02575330249965191, 0.023464946076273918, 0.02137150429189205, 0.019389452412724495, 0.019080279394984245, 0.016231918707489967, 0.016197120770812035, 0.01448644045740366, 0.013690212741494179, 0.013149311766028404]","[0.11028604209423065, 0.10967042297124863, 0.061347413808107376, 0.05261526629328728, 0.11556646227836609, 0.04481237754225731, 0.043276067823171616, 0.04538951814174652, 0.05038183927536011, 0.04385583475232124, 0.037600744515657425, 0.03817632794380188, 0.036035798490047455, 0.038451019674539566, 0.03720635175704956, 0.0341355986893177, 0.0330815352499485, 0.03424590453505516]",0.0330815352499485,1349.0050766989589,0
0,0,410,0.0005165350204539,24,18,5,"[0.2558594048023224, 0.11643806844949722, 0.08376707881689072, 0.06158708035945892, 0.045227665454149246, 0.03934381902217865, 0.033703021705150604, 0.029603471979498863, 0.024521218612790108, 0.022774431854486465, 0.02326193079352379, 0.019689906388521194, 0.017605150118470192, 0.0171920508146286, 0.016651785001158714, 0.01548781804740429, 0.016427775844931602, 0.012804778292775154]","[0.08452869951725006, 0.07269153743982315, 0.06120872497558594, 0.054718367755413055, 0.04755101352930069, 0.04595726728439331, 0.04063853248953819, 0.03925077244639397, 0.045390162616968155, 0.0400262214243412, 0.04240410402417183, 0.03491069748997688, 0.03364177793264389, 0.03348607197403908, 0.04460299760103226, 0.038655709475278854, 0.03520655259490013, 0.03178573399782181]",0.0317857339978218,1406.597844446078,0
0,0,411,0.0005283446054577,24,18,5,"[0.2638620138168335, 0.1391119658946991, 0.0835910513997078, 0.058747489005327225, 0.045807428658008575, 0.03898489475250244, 0.030668849125504494, 0.02724381536245346, 0.02649834379553795, 0.022423148155212402, 0.020728565752506256, 0.019750231876969337, 0.018243569880723953, 0.016759153455495834, 0.015960367396473885, 0.015982607379555702, 0.015148363076150417, 0.014435851946473122]","[0.10496299713850021, 0.07930497825145721, 0.06836217641830444, 0.05735897645354271, 0.05680476129055023, 0.051558755338191986, 0.04346203804016113, 0.04130106791853905, 0.03653388470411301, 0.03569549694657326, 0.03289848193526268, 0.036363184452056885, 0.032716963440179825, 0.031531769782304764, 0.03131839260458946, 0.030010156333446503, 0.031983498483896255, 0.027925807982683182]",0.0279258079826831,1345.6552669879748,0
