,trial,lr,batch_size,epochs,rot_inv,train_loss,val_loss,val_loss_best,tot_time,pruned
30,157,0.0011218104931510627,42,13,5,"[0.36599114537239075, 0.1328592300415039, 0.09050539880990982, 0.06353266537189484, 0.052598223090171814, 0.04228990152478218, 0.036604978144168854, 0.03338916227221489, 0.028438949957489967, 0.028190497308969498, 0.026939090341329575, 0.025193186476826668, 0.02464365027844906]","[0.09692012518644333, 0.08605057001113892, 0.09486091136932373, 0.04405685141682625, 0.08706716448068619, 0.041053611785173416, 0.03899969533085823, 0.03674515336751938, 0.045276906341314316, 0.03673889487981796, 0.034553222358226776, 0.03794164955615997, 0.038079481571912766]",0.034553222358226776,912.9623003788292,0
31,162,0.0008218117502695362,40,14,5,"[0.28159916400909424, 0.11500748246908188, 0.07900352030992508, 0.0548260360956192, 0.039903853088617325, 0.03260005638003349, 0.031151700764894485, 0.027391918003559113, 0.02509138360619545, 0.022234879434108734, 0.027681579813361168, 0.02157718315720558, 0.016191283240914345, 0.016374660655856133]","[0.08990439027547836, 0.06309068202972412, 0.05295410379767418, 0.04867595434188843, 0.05011717602610588, 0.041452378034591675, 0.04073168337345123, 0.03938508778810501, 0.04105694964528084, 0.04378589987754822, 0.03518890216946602, 0.03479160740971565, 0.039393775165081024, 0.03568180650472641]",0.03479160740971565,972.9985058270395,0
32,167,0.0008428034354659867,39,14,5,"[0.26646265387535095, 0.1024554893374443, 0.06830054521560669, 0.05168689414858818, 0.03975295647978783, 0.034589048475027084, 0.030701646581292152, 0.031436655670404434, 0.025481315329670906, 0.020674634724855423, 0.020992228761315346, 0.023327378556132317, 0.01929217204451561, 0.017364807426929474]","[0.09739197790622711, 0.060532402247190475, 0.05401008576154709, 0.04555249586701393, 0.056168947368860245, 0.04089292511343956, 0.17001493275165558, 0.04126371443271637, 0.030890360474586487, 0.03822235390543938, 0.04372875764966011, 0.03729180619120598, 0.03091384842991829, 0.03507993370294571]",0.030890360474586487,984.453494772315,0
33,172,0.0005209876638708125,37,15,5,"[0.27305102348327637, 0.1265718638896942, 0.08652134239673615, 0.06181449070572853, 0.04599663242697716, 0.03600287064909935, 0.030035370960831642, 0.02599053457379341, 0.02286365069448948, 0.021210629492998123, 0.02060982584953308, 0.018116667866706848, 0.017046134918928146, 0.015486026182770729, 0.014341960661113262]","[0.215359628200531, 0.06778708845376968, 0.06442664563655853, 0.05402988940477371, 0.0455731637775898, 0.06279614567756653, 0.047853998839855194, 0.060434740036726, 0.050720419734716415, 0.041662391275167465, 0.03961271047592163, 0.039669282734394073, 0.055284302681684494, 0.03537696972489357, 0.03651681914925575]",0.03537696972489357,1062.3006107714027,0
34,177,0.0008280574477921152,35,14,5,"[0.3186694383621216, 0.14527025818824768, 0.09705544263124466, 0.07049321383237839, 0.05639436095952988, 0.043742310255765915, 0.0347045473754406, 0.030422082170844078, 0.027639897540211678, 0.023783685639500618, 0.019822388887405396, 0.019058212637901306, 0.018729405477643013, 0.01742151379585266]","[0.19000835716724396, 0.6534592509269714, 0.05806347355246544, 0.07209332287311554, 0.056847382336854935, 0.05540869012475014, 0.041947852820158005, 0.04355613887310028, 0.04793272167444229, 0.04709772393107414, 0.037466730922460556, 0.04492926970124245, 0.04704665392637253, 0.03807634115219116]",0.037466730922460556,999.3391665350646,0
35,182,0.00031958149583247045,35,14,5,"[0.2884719669818878, 0.1468566656112671, 0.10891266912221909, 0.08601067215204239, 0.06831394881010056, 0.05660092085599899, 0.04393273591995239, 0.03757811337709427, 0.030579200014472008, 0.02595667541027069, 0.022777890786528587, 0.020227190107107162, 0.017749808728694916, 0.016534065827727318]","[0.21924838423728943, 0.08881732076406479, 0.08032207936048508, 0.1021805852651596, 0.21371525526046753, 0.06455229967832565, 0.04968208074569702, 0.06635750830173492, 0.052207086235284805, 0.072830431163311, 0.0439029224216938, 0.044727060943841934, 0.04467463493347168, 0.04250229150056839]",0.04250229150056839,984.9875079840422,0
36,187,0.0005805622430258511,36,15,5,"[0.26446953415870667, 0.13113322854042053, 0.08987198024988174, 0.06574694812297821, 0.04916924610733986, 0.03978157415986061, 0.03410060703754425, 0.02913195639848709, 0.026191065087914467, 0.025876441970467567, 0.023448599502444267, 0.01954326592385769, 0.01855575665831566, 0.01962578110396862, 0.01692807860672474]","[0.16952745616436005, 0.08617915213108063, 0.11795523017644882, 0.059974804520606995, 0.05981279909610748, 0.04946684092283249, 0.04724973812699318, 0.04202178493142128, 0.06524988263845444, 0.05903499573469162, 0.05396364629268646, 0.03906276077032089, 0.03948824852705002, 0.03537864610552788, 0.05099082365632057]",0.03537864610552788,1064.5919933207333,0
37,192,0.000588874896006872,33,16,5,"[0.26847684383392334, 0.12209270149469376, 0.08186164498329163, 0.061012450605630875, 0.04762256518006325, 0.03480365127325058, 0.029459843412041664, 0.034813292324543, 0.022934045642614365, 0.020442776381969452, 0.02211865782737732, 0.0181280430406332, 0.01799921691417694, 0.017346840351819992, 0.014902343042194843, 0.014965920709073544]","[0.11630323529243469, 0.0903717502951622, 0.061941519379615784, 0.24244557321071625, 0.048315346240997314, 0.07406164705753326, 0.04077434167265892, 0.04212096706032753, 0.04259933531284332, 0.06871205568313599, 0.03769802674651146, 0.03628525137901306, 0.04534876346588135, 0.060321662575006485, 0.03927302360534668, 0.03409457951784134]",0.03409457951784134,1148.4302600901574,0
38,197,0.00048441673829416055,38,14,5,"[0.2815054953098297, 0.12970106303691864, 0.09271187335252762, 0.0679570809006691, 0.052312012761831284, 0.03913172334432602, 0.03195531666278839, 0.026586569845676422, 0.023600926622748375, 0.020978819578886032, 0.019002476707100868, 0.01838844083249569, 0.016027772799134254, 0.015016199089586735]","[0.10661330819129944, 0.09708447754383087, 0.06319288909435272, 0.05357326939702034, 0.09438064694404602, 0.045919984579086304, 0.05728212743997574, 0.04267166927456856, 0.04367927089333534, 0.04536150023341179, 0.039167262613773346, 0.0387754812836647, 0.03604819253087044, 0.0364237055182457]",0.03604819253087044,980.4840395078063,0
39,202,0.0007301287398583819,34,15,5,"[0.26097896695137024, 0.11307958513498306, 0.07609931379556656, 0.05769142881035805, 0.04190501570701599, 0.03439263254404068, 0.030046958476305008, 0.027201471850275993, 0.025049926713109016, 0.02328113280236721, 0.021750763058662415, 0.01832207664847374, 0.018190497532486916, 0.01801181025803089, 0.017302293330430984]","[0.13331054151058197, 0.06492326408624649, 0.054041896015405655, 0.0481228344142437, 0.046429965645074844, 0.043400440365076065, 0.048276908695697784, 0.04254341125488281, 0.049897149205207825, 0.03620223328471184, 0.03682006895542145, 0.04455794394016266, 0.035709578543901443, 0.03445056080818176, 0.04586358368396759]",0.03445056080818176,1069.151528408751,0
