number,value,datetime_start,datetime_complete,duration,params_batch_size,params_epochs,params_lr,params_rot_inv,state
349,0.030993878841400146,2022-10-13 08:38:09.521562,2022-10-13 09:02:11.948105,0 days 00:24:02.426543,26,20,0.0008698173347242094,0,COMPLETE
350,0.029457060620188713,2022-10-13 08:43:20.857205,2022-10-13 09:07:27.693946,0 days 00:24:06.836741,24,20,0.0006502147671468915,0,COMPLETE
351,0.032472237944602966,2022-10-13 08:52:00.742776,2022-10-13 09:16:24.078004,0 days 00:24:23.335228,21,20,0.0006102055051510767,0,COMPLETE
352,0.02818804420530796,2022-10-13 08:52:03.322781,2022-10-13 09:16:19.082220,0 days 00:24:15.759439,24,20,0.0006447152538885135,0,COMPLETE
353,0.028681525960564613,2022-10-13 08:53:13.693392,2022-10-13 09:17:27.469077,0 days 00:24:13.775685,21,20,0.0006238145665233753,0,COMPLETE
354,0.02992016077041626,2022-10-13 09:02:12.239617,2022-10-13 09:26:26.534339,0 days 00:24:14.294722,24,20,0.0006476058670448545,0,COMPLETE
355,0.030649127438664436,2022-10-13 09:07:27.804691,2022-10-13 09:31:32.583688,0 days 00:24:04.778997,24,20,0.0006014843152624933,0,COMPLETE
356,0.03217330574989319,2022-10-13 09:16:19.197302,2022-10-13 09:40:34.954978,0 days 00:24:15.757676,24,20,0.000472808381047963,0,COMPLETE
357,0.030605677515268326,2022-10-13 09:16:24.443370,2022-10-13 09:40:12.077370,0 days 00:23:47.634000,24,20,0.0004364169247529877,0,COMPLETE
358,0.03157106414437294,2022-10-13 09:17:27.580784,2022-10-13 09:42:08.783258,0 days 00:24:41.202474,19,20,0.0004491607610174151,0,COMPLETE
359,0.03220439702272415,2022-10-13 09:26:26.623050,2022-10-13 09:51:24.690951,0 days 00:24:58.067901,20,20,0.0004395585485348295,0,COMPLETE
360,,2022-10-13 09:31:32.693934,,,19,20,0.00044269039055993767,0,RUNNING
361,,2022-10-13 09:40:12.193524,,,19,20,0.00045071064761482196,0,RUNNING
362,,2022-10-13 09:40:35.065714,,,19,20,0.0005051706390250467,0,RUNNING
